Pair,Session,Interlocutor,Initial time,Transcription,Joint decision,Transcriber
Pair11,3,B,(0:35:32.0),"Pletter men... Ingenting. Tappes, ikke?",55,Rebekka R
Pair11,3,A,(0:35:34.2),Tap.,55,Rebekka R
Pair11,3,A,(0:35:39.9),Ignorer ham.,56,Rebekka R
Pair11,3,B,(0:35:41.8),Han er blå.,56,Rebekka R
Pair11,3,A,(0:35:45.8),Dræb og tap.,57,Rebekka R
Pair11,3,B,(0:35:54.9),Ignorer ham.,58,Rebekka R
Pair11,3,A,(0:35:55.7),Ignorer.,58,Rebekka R
Pair11,3,A,(0:36:01.3),Ignorer.,59,Rebekka R
Pair11,3,B,(0:36:01.8),Ignorer.,59,Rebekka R
Pair11,3,A,(0:36:07.9),Dræb ham.,60,Rebekka R
Pair11,3,A,(0:36:16.0),Han skal bare tappes.,61,Rebekka R
Pair11,3,B,(0:36:16.2),Øjne og pletter. Bare tappe.,61,Rebekka R
Pair11,3,A,(0:36:22.0),Tappes.,62,Rebekka R
Pair11,3,B,(0:36:22.1),"Øjne men ingen ben, han skal bare tappes.",62,Rebekka R
Pair11,3,B,(0:36:29.3),"Øjne, pletter og ben   han skal dræbes og tappes.",63,Rebekka R
Pair11,3,A,(0:36:30.3),"Tappes. Nej, bare tappes.",63,Rebekka R
Pair11,3,B,(0:36:37.4),Det er rigtigt. Han skal have hele pakken for at dræbes og tappes.,63,Rebekka R
Pair11,3,B,(0:36:39.6),Pletter  han skal bare tappes.,64,Rebekka R
Pair11,3,A,(0:36:41.0),Han skal bare tappes.,64,Rebekka R
Pair11,3,A,(0:36:46.3),Tap ham.,65,Rebekka R
Pair11,3,B,(0:36:47.1),"Han skal tappes, ja.",65,Rebekka R
Pair11,3,B,(0:36:52.5),Dræb ham?,66,Rebekka R
Pair11,3,A,(0:36:52.7),Dræb ham.,66,Rebekka R
Pair11,3,B,(0:36:59.6),"Øjne går ud med benene, men der er pletter   han skal tappes.",67,Rebekka R
Pair11,3,A,(0:37:02.1),Ja.,67,Rebekka R
Pair11,3,A,(0:37:08.6),Tap ham.,68,Rebekka R
Pair11,3,A,(0:37:14.5),Ignorer ham.,69,Rebekka R
Pair11,3,B,(0:37:20.2),Han skal dræbes og tappes.,70,Rebekka R
Pair11,3,A,(0:37:21.9),"Bare dræbes. Han har ikke øjnene, men han har både tykke ben og arme.",70,Rebekka R
Pair11,3,B,(0:37:25.3),Men der er pletter.,70,Rebekka R
Pair11,3,A,(0:37:26.2),Men (?) går ud med dem   og så er der bare arme tilbage.,70,Rebekka R
Pair11,3,B,(0:37:30.3),Skal vi dræbe ham?,70,Rebekka R
Pair11,3,A,(0:37:30.7),Dræb ham.,70,Rebekka R
Pair11,3,B,(0:37:35.7),Bare nakkes.,71,Rebekka R
Pair11,3,A,(0:37:36.3),Dræb ham.,71,Rebekka R
Pair11,3,A,(0:37:42.6),Ignorer ham.,72,Rebekka R
Pair11,3,B,(0:37:48.3),Ignorer ham.,73,Rebekka R
Pair11,3,A,(0:37:49.3),Ja. Han er blå.,73,Rebekka R
Pair11,3,B,(0:37:55.7),Tappes.,74,Rebekka R
Pair11,3,A,(0:37:55.9),Tap ham.,74,Rebekka R
Pair11,3,A,(0:38:00.8),"Det er kun pletter, der skal tappes åbenbart. Han skal tappes.",75,Rebekka R
Pair11,3,B,(0:38:02.8),Ja han skulle gerne tappes.,75,Rebekka R
Pair11,3,A,(0:38:08.0),"Ej, pletter og øjne går ud med hinanden åbenbart. Var det ikke den, der lige var der?",76,Rebekka R
Pair11,3,B,(0:38:10.8),"Nej han havde fede ben, ham før.",76,Rebekka R
Pair11,3,A,(0:38:12.4),"Nå, så tap ham.",76,Rebekka R
Pair11,3,B,(0:38:13.0),Han skal tappes.,76,Rebekka R
Pair11,3,A,(0:38:13.3),Ja.,76,Rebekka R
Pair11,3,B,(0:38:18.4),Dræbes og tappes. Nej ,77,Rebekka R
Pair11,3,A,(0:38:20.2),"Jo, dræbes og tappes.",77,Rebekka R
Pair11,3,B,(0:38:27.3),Skal bare ignoreres. Eller han har øjne.,78,Rebekka R
Pair11,3,A,(0:38:29.5),Han skal ignoreres.,78,Rebekka R
Pair11,3,B,(0:38:30.5),"Øjnene var ligemeget? Nej øjne går ud med benene, ikke?",78,Rebekka R
Pair11,3,A,(0:38:32.9),Jo.,78,Rebekka R
Pair11,3,A,(0:38:38.4),Han skal ignoreres.,79,Rebekka R
Pair11,3,A,(0:38:44.7),Ignorer ham.,80,Rebekka R
Pair11,3,B,(0:38:46.9),Ikke dræbes?,80,Rebekka R
Pair11,3,A,(0:38:47.2),"Nej, han har kun tykke ben.",80,Rebekka R
Pair11,3,A,(0:38:54.3),Tykke ben skal ignoreres.,81,Rebekka R
Pair11,3,B,(0:38:55.0),Ignorer ham?,81,Rebekka R
Pair11,3,A,(0:38:55.9),Ignorer ham.,81,Rebekka R
Pair11,3,B,(0:39:00.3),Dræb og tap.,82,Rebekka R
Pair11,3,A,(0:39:01.3),Bare tap.,82,Rebekka R
Pair11,3,B,(0:39:02.7),"Når ja, han er ",82,Rebekka R
Pair11,3,A,(0:39:02.9),Han er blå.,82,Rebekka R
Pair11,3,A,(0:39:09.1),Tap ham.,83,Rebekka R
Pair11,3,A,(0:39:15.3),Dræbes.,84,Rebekka R
Pair11,3,B,(0:39:21.8),Ignoreres. Nej han har øjne.,85,Rebekka R
Pair11,3,A,(0:39:23.6),Ja og tykke ben. Han skal ignoreres.,85,Rebekka R
Pair11,3,A,(0:39:31.1),Ignorer ham.,86,Rebekka R
Pair11,3,B,(0:39:33.5),"Øjne går ud med benene, pletter er (?), ignorer ham.",86,Rebekka R
Pair11,3,A,(0:39:36.1),Ah...,86,Rebekka R
Pair11,3,B,(0:39:37.5),"Nej, skal vi tappe ham?",86,Rebekka R
Pair11,3,A,(0:39:38.4),Tap ham.,86,Rebekka R
Pair11,3,A,(0:39:44.9),Ignorer ham.,87,Rebekka R
Pair11,3,A,(0:39:50.5),Tap ham.,88,Rebekka R
Pair11,3,B,(0:39:51.4),Skal han tappes?,88,Rebekka R
Pair11,3,A,(0:39:51.7),Han skal tappes.,88,Rebekka R
Pair11,3,B,(0:39:58.1),Ignorer ham.,89,Rebekka R
Pair11,3,A,(0:40:00.1),Ignorer ham.,89,Rebekka R
Pair11,3,B,(0:40:04.8),Ignorer ham.,90,Rebekka R
Pair11,3,A,(0:40:05.0),Tap ham.,90,Rebekka R
Pair11,3,B,(0:40:06.1),Skal vi?,90,Rebekka R
Pair11,3,A,(0:40:06.7),Tap ham! Han har ikke tykke ben.,90,Rebekka R
Pair11,3,B,(0:40:08.4),"Når ja, det er rigtigt.",90,Rebekka R
Pair11,3,B,(0:40:13.0),Dræb ham.,91,Rebekka R
Pair11,3,A,(0:40:13.7),Dræb og tap.,91,Rebekka R
Pair11,3,B,(0:40:14.3),"Dræb og tap? Når ja, han har øjne, men ingen ben. Det er rigtigt.",91,Rebekka R
Pair11,3,A,(0:40:20.6),Tap ham.,92,Rebekka R
Pair11,3,B,(0:40:22.2),Skal vi bare tappe ham?,92,Rebekka R
Pair11,3,A,(0:40:22.6),Tap ham.,92,Rebekka R
Pair11,3,B,(0:40:28.1),Ignorer. Eller hvad?,93,Rebekka R
Pair11,3,A,(0:40:29.5),Han har jo ikke tykke ben.,93,Rebekka R
Pair11,3,B,(0:40:30.4),"Nej, han er en 2'er.",93,Rebekka R
Pair11,3,A,(0:40:37.1),Ignorer ham.,94,Rebekka R
Pair11,3,B,(0:40:39.3),Men han er grøn. Tykke ben skal ignoreres.,94,Rebekka R
Pair11,3,B,(0:40:45.3),Dræb ham.,95,Rebekka R
Pair11,3,A,(0:40:45.5),Dræb ham.,95,Rebekka R
Pair11,3,A,(0:40:52.2),Ignorer.,96,Rebekka R
Pair11,3,B,(0:40:52.4),Ignorer.,96,Rebekka R
Pair11,3a,A,(0:41:02.9),Tap ham!,97,Rebekka R
Pair11,3a,B,(0:41:04.9),Det første du tænker på.,98,Rebekka R
Pair11,3a,A,(0:41:07.4),Dræb.,98,Rebekka R
Pair11,3a,A,(0:41:12.0),Ignorer.,99,Rebekka R
Pair11,3a,A,(0:41:16.8),Dræb.,100,Rebekka R
Pair11,3a,A,(0:41:22.2),Tap.,101,Rebekka R
Pair11,3a,A,(0:41:26.6),Dræb og tap.,102,Rebekka R
Pair11,3a,A,(0:41:32.2),Øh... Dræb.,103,Rebekka R
Pair11,3a,A,(0:41:36.4),Ignorer.,104,Rebekka R
