doc_id,participant,content,Turn,lemmas,PoS,LexicalAlignmentTokens,LexicalAlignmentLemmas,SyntacticAlignment2,SyntacticAlignment3,SyntacticAlignment4,SemanticAlignment
4,A,dit is de hoofdvorm waarbij um er rechts uh een cirkeltje is gewoon zo plat links heb je die vorm die half uitgesneden is met een soort spitse punt erin,196,dit zijn de hoofdvorm waarbij um er rechts uh een cirkeltje zijn gewoon zo plat links hebben je die vorm die half uitsnijden zijn met een soort spits punt erin,PRON AUX DET NOUN ADV ADJ ADV ADJ ADV DET NOUN AUX ADJ ADV NOUN ADJ AUX PRON DET NOUN PRON ADJ VERB AUX ADP DET NOUN ADJ NOUN ADV,0,0,NA,NA,NA,0.3838058864780629
4,B,rechts is een?,197,rechts zijn een ?,ADJ AUX DET PUNCT,0.5477225575051661,0.5477225575051661,0.19425717247145283,NA,0,0.8431031337494271
4,A,ja een cirkeltje die eraan vast is geplakt waar je iets aa- op kan zetten in feite,198,ja een cirkeltje die eraan vast zijn plakken waar je iets aa- op kunnen zetten in feite,INTJ DET NOUN PRON ADV ADJ AUX VERB ADV PRON PRON X ADP AUX VERB ADP NOUN,0.280056016805602,0.280056016805602,0.16666666666666666,NA,NA,0.7720163468677131
4,B,oh um,199,oh um,ADJ NOUN,0,0,NA,0,0,0.4173826823763179
4,A,en dan links had je die ronde staaf die eigenlijk door de helft is ,200,en dan links hebben je die rond staaf die eigenlijk door de helft zijn,CCONJ ADV ADJ AUX PRON PRON ADJ NOUN PRON ADJ ADP DET NOUN AUX,0,0,0.2581988897471611,NA,NA,0.3336835001437727
4,B,ja oh ja *l* uh dit is de hoofdvorm dat uh er een vierkant plateau plat vierkant tegen de hoofdvorm is aangeplakt en twee uitsteeksels links zijn waarbij de vierkantjes kleiner worden met de paddestoel bovenop ,201,ja oh ja *l* uh dit zijn de hoofdvorm dat uh er een vierkant plateau plan vierkant tegen de hoofdvorm zijn aangeplken en twee uitsteeksel links zijn waarbij de vierkant klein worden met de paddestoel bovenop,INTJ ADJ INTJ NOUN ADV PRON AUX DET NOUN SCONJ ADV ADV DET ADJ NOUN VERB ADJ ADP DET NOUN AUX VERB CCONJ NUM NOUN ADJ AUX ADV DET NOUN ADJ AUX ADP DET NOUN ADV,0.2626128657194451,0.27695585470349865,0.3761920624312231,0.18731716231633883,0.1049727762162956,0.8507430602450264
4,A,ja nummer *7* dit is de hoofdvorm met twee uitsteeksels aan de rechterkant allebei twee vierkante staafjes met een yoghurtbekertje op de hoofdvorm en linksonder een klein yoghurtbekertje op z'n kop,202,ja nummer *7 * dit zijn de hoofdvorm met twee uitsteeksel aan de rechterkant allebei twee vierkant staaf met een yoghurtbeker op de hoofdvorm en linksonder een klein yoghurtbeker op zijn kop,INTJ NOUN SYM PUNCT PRON AUX DET NOUN ADP NUM NOUN ADP DET NOUN PRON NUM ADJ NOUN ADP DET NOUN ADP DET NOUN CCONJ NOUN DET ADJ NOUN ADP PRON NOUN,0.5439837932759934,0.6377414843271902,0.45910450047444507,0.2176428750330035,0.029854071701326607,0.8803817979670097
4,B,ja dat is *b* uh dit is de hoofdvorm dat het uh vierkant plateau waar de hoofdvorm in staat boven zit met een soort van yoghurtbakje bovenop en twee tafelpootjes waren daaraan vast,203,ja dat zijn *b* uh dit zijn de hoofdvorm dat het uh vierkant plateau waar de hoofdvorm in staat boven zitten met een soort van yoghurtbak bovenop en twee tafelpoo zijn daaraan vast,INTJ PRON AUX NOUN ADV PRON AUX DET NOUN SCONJ PRON ADV ADJ NOUN ADV DET NOUN ADP NOUN ADP VERB ADP DET NOUN ADP NOUN ADV CCONJ NUM NOUN AUX ADV ADJ,0.457495710997814,0.5310547906336834,0.5749889084999459,0.22677868380553634,0.06063390625908324,0.9057979637822754
4,A,ja nummer *13* uh dit is de hoofdvorm met twee kegels eentje erbovenop eentje linksvoor je ziet ook nog een soort van armpje linksachter en aan de rechterkant heb je vierkantjes die zo in elkaar lopen ,204,ja nummer *13 * uh dit zijn de hoofdvorm met twee kegel één erbovenop één linksvoor je zien ook nog een soort van arm linksachter en aan de rechterkant hebben je vierkan die zo in elkaar lopen,INTJ NOUN SYM PUNCT ADV PRON AUX DET NOUN ADP NUM NOUN NUM ADV NUM NOUN PRON VERB ADV ADV DET NOUN ADP NOUN ADP CCONJ ADP DET NOUN AUX PRON NOUN PRON ADV ADP PRON VERB,0.4470897650682611,0.4501491366063437,0.5506673236607643,0.3380617018914066,0.1846372364689991,0.9591336482335837
4,B,ja *e* uh dit is de hoofdvorm dat er eigenlijk als het ware allemaal van die kleine vierkantjes rechts en links uitsteken en het staat op een vierkant plateau met een soort van kraantje die er linksachter uitsteekt en een cirkelplateau heeft (erbovenop) ,205,ja *e* uh dit zijn de hoofdvorm dat er eigenlijk als het zijn allemaal van die klein vierkant rechts en links uitstek en het staat op een vierkant plateau met een soort van kraan die er linksachter uitsteekken en een cirkelplateau hebben ( erbovenop ),INTJ NOUN ADV PRON AUX DET NOUN SCONJ ADV ADJ SCONJ PRON VERB ADV ADP DET ADJ NOUN ADJ CCONJ ADJ NOUN CCONJ DET NOUN ADP DET ADJ NOUN ADP DET NOUN ADP NOUN PRON ADV ADJ VERB CCONJ DET NOUN VERB PUNCT ADV PUNCT,0.4276886852478564,0.4335765541252614,0.5682229830714048,0.2567180154051351,0.08058229640253803,0.9625607503263832
4,A,ja nummer *3* um de hoofdvorm heeft een weer feestmutsje op uh rechtsvoor heeft hij een yoghurtbekertje op zich geplakt linksvoor onderaan zit een cirkeltje ,206,ja nummer *3* um de hoofdvorm hebben een weren feestmuts op uh rechtsvoor hebben hij een yoghurtbeker op zich plakken linksvoor onderaan zitten een cirkel,INTJ NOUN NOUN NOUN DET NOUN AUX DET ADV NOUN ADP ADJ NOUN AUX PRON DET NOUN ADP PRON VERB NOUN ADV VERB DET NOUN,0.3620300534999659,0.35105688736487034,0.4658474953124562,0.058395716247378375,NA,0.9031011454998259
4,B,ja *h* dit is de hoofdvorm dat er een soort van ja dat het ei voorop zit rechts voorop links steekt er een um ja driehoek v- uit laat maar zeggen,207,ja *h* dit zijn de hoofdvorm dat er een soort van ja dat het eus voorop zitten rechts voorop links steken er een um ja driehoek v- uit laten maar zeggen,INTJ NOUN PRON AUX DET NOUN SCONJ ADV DET NOUN ADP INTJ SCONJ DET NOUN ADV VERB ADJ ADV ADJ VERB ADV DET NOUN INTJ NOUN SYM ADP VERB CCONJ VERB,0.32756920994133026,0.32756920994133026,0.4668995278238409,0.07490058862731383,NA,0.9136025667485981
4,A,ja hm hm,208,ja hm hm,INTJ NOUN VERB,0.19999999999999998,0.19999999999999998,0.20851441405707474,NA,0,0.5216099261363591
4,B,een staafje bovenop en dan ,209,een staaf bovenop en dan,DET NOUN ADV CCONJ ADV,0,0,NA,NA,NA,0.21126628521874805
4,A,een kegeltje nummer *11* um ook bij deze hoofdvorm zit een ei voorop die heeft een staaf door het ei heen aan de rechterkant wordt de staaf um afgesloten met een soort cirkeltje ,210,een kegel nummer *11 * um ook bij deze hoofdvorm zitten een ei voorop die hebben een staaf door het ei heen aan de rechterkant worden de staaf um afsluiten met een soort cirkel,DET NOUN NOUN NUM PUNCT ADJ ADV ADP DET NOUN VERB DET NOUN NOUN PRON VERB DET NOUN ADP DET NOUN ADP ADP DET NOUN AUX DET NOUN ADJ VERB ADP DET NOUN NOUN,0.24571804673358047,0.3685770701003707,0.38138503569823695,NA,NA,0.7922221173450495
4,B,ja *o* dit is de hoofdvorm dat er een yoghurtbakje links van de hoofdvorm eraan vast is geplakt bovenop is een langwerpig uh rechthoek dat staat op de hoofdvorm en dan uh rechts is een soort van klein staafje ook op een yoghurtbakje,211,ja *o* dit zijn de hoofdvorm dat er een yoghurtbak links van de hoofdvorm eraan vast zijn plakken bovenop zijn een langwerpig uh rechthoek dat staan op de hoofdvorm en dan uh rechts zijn een soort van klein staaf ook op een yoghurtbak,INTJ NOUN PRON AUX DET NOUN SCONJ ADV DET NOUN ADJ ADP DET NOUN ADV ADJ AUX VERB ADV AUX DET ADJ ADJ NOUN PRON VERB ADP DET NOUN CCONJ ADV ADV ADJ AUX DET NOUN ADP ADJ NOUN ADV ADP DET NOUN,0.39312514777163876,0.42224552908805646,0.6982293161631856,0.3846865240564102,0.05773502691896257,0.8165938760674708
4,A,ja nummer *14* um dit was die hoofdvorm waarbij er een soort van kraantje onderaan was gemaakt en ,212,ja nummer *14 * um dit zijn die hoofdvorm waarbij er een soort van kraant onderaan zijn maken en,INTJ NOUN SYM PUNCT ADJ PRON AUX DET NOUN ADV ADV DET NOUN ADP NOUN ADV AUX VERB CCONJ,0.33183182419798407,0.521450009453975,0.5851938775882468,0.21004201260420147,0.0408248290463863,0.8909605559973331
4,B,oh ja *a*,213,oh ja *a*,ADJ INTJ NOUN,0.12909944487358055,0.12909944487358055,0.1543033499620919,NA,0,0.5646938026192113
4,A,ja #laughs#,214,ja #laughs #,INTJ NOUN PUNCT,0.40824829046386296,0.40824829046386296,0.7071067811865475,0,0,0.9450405960373373
4,B,uh dit is de hoofdvorm dat uh de hoofdvorm laat maar zeggen op een soort van taartpunt staat met een schuin ja met een cirkeldraaiig ,215,uh dit zijn de hoofdvorm dat uh de hoofdvorm laten maar zeggen op een soort van taartpunt staan met een schuin ja met een cirkeldraaiig,ADV PRON AUX DET NOUN SCONJ ADV DET NOUN VERB CCONJ VERB ADP DET NOUN ADP NOUN VERB ADP DET NOUN INTJ ADP DET ADJ,0.11322770341445956,0.11322770341445956,NA,NA,NA,0.6003948109799995
4,A,ja nummer *15* uh deze hoofdvorm heeft een ei op zich liggen er staat een vierkante langwerpige staaf voor ,216,ja nummer *15 * uh deze hoofdvorm hebben een eus op zich liggen er staan een vierkant langwerpig staaf voor,INTJ NOUN SYM PUNCT ADV DET NOUN AUX DET NOUN ADP PRON VERB ADV VERB DET ADJ ADJ NOUN ADP,0.45425676257949793,0.45425676257949793,0.40865149875025547,0.140028008402801,NA,0.9210333317402472
4,B,ja *j* #laughs#,217,ja *j* #laughs #,INTJ NOUN NOUN PUNCT,0.12598815766974242,0.12598815766974242,0.1507556722888818,NA,0,0.6315536541194511
4,A,#laughs#,218,#laughs #,NOUN PUNCT,0.5773502691896258,0.5773502691896258,0,0,0,NaN
4,B,dit is de hoofdvorm dat aan de rechterkant en linkerkant maar aan de rechterkant langer een buis zit met aan de andere met aan de uiteindes een cirkelplateau en daarachter zit een vierk- staat een schuin vierkant dit is de hoofdvorm dat aan de rechterkant en linkerkant maar aan de rechterkant langer een buis zit met aan de andere met aan de uiteindes een cirkelplateau en daarachter zit een vierk- staat een schuin vierkant ,219,dit zijn de hoofdvorm dat aan de rechterkant en linkerkant maar aan de rechterkant langer een buis zitten met aan de ander met aan de uiteinde een cirkelplateau en daarachter zitten een vierk- staan een schuin vierkant dit zijn de hoofdvorm dat aan de rechterkant en linkerkant maar aan de rechterkant langer een buis zitten met aan de ander met aan de uiteinde een cirkelplateau en daarachter zitten een vierk- staan een schuin vierkant,PRON AUX DET NOUN SCONJ ADP DET NOUN CCONJ NOUN ADV ADP DET NOUN ADJ DET NOUN VERB ADP ADP DET ADJ ADP ADP DET NOUN DET NOUN CCONJ ADV VERB DET X VERB DET NOUN CCONJ PRON AUX DET NOUN SCONJ ADP DET NOUN CCONJ NOUN ADV ADP DET NOUN ADJ DET NOUN VERB ADP ADP DET ADJ ADP ADP DET NOUN DET NOUN CCONJ ADV VERB DET X VERB DET NOUN ADJ,0,0,NA,NA,NA,NaN
4,A,ja *9* um deze heeft deze hoofdvorm heeft twee van die uitsteeksels bovenaan heeft een vierkant plateau om zich en een schuine buis loopt voor uh de hoofdvorm uit ,220,ja *9* um deze hebben deze hoofdvorm hebben twee van die uitsteeksel bovenaan hebben een vierkant plateau om zich en een schuin buis lopen voor uh de hoofdvorm uit,INTJ NOUN ADJ PRON AUX DET NOUN AUX NUM ADP DET NOUN ADV AUX DET ADJ NOUN ADP PRON CCONJ DET ADJ NOUN VERB ADP ADV DET NOUN ADP,0.31453332737762696,0.331087713029081,0.535705244046664,0.16081688022566926,0.03351066437142453,0.8795398899333624
4,B,links? ja,221,links ? ja,ADJ PUNCT INTJ,0.11043152607484653,0.11043152607484653,NA,0,0,0.5879180050426088
4,A,ja links heeft hij ook nog een uh met een hoekje erin ,222,ja links hebben hij ook nog een uh met een hoek erin,INTJ ADJ AUX PRON ADV ADV DET NOUN ADP DET NOUN ADV,0.3779644730092272,0.3779644730092272,NA,NA,NA,0.6844077393132179
4,B,*p* dit is de hoofdvorm dat uh aan de voorkant het ei zit met een (staaf) ertussen en een cirkelplateau aan de zijkant en een schuine kegel bovenop ,223,*p* dit zijn de hoofdvorm dat uh aan de voorkant het eus zitten met een ( staaf ) ertus en een cirkelplateau aan de zijkant en een schuin kegel bovenop,NOUN PRON AUX DET NOUN SCONJ ADV ADP DET NOUN DET NOUN VERB ADP DET PUNCT NOUN PUNCT ADV CCONJ DET NOUN ADP DET NOUN CCONJ DET ADJ NOUN ADV,0.3223291856101521,0.3223291856101521,0.6099067328145275,0.33541019662496846,0.2,0.8072006473733095
4,A,ja nummer *16* um dit is de hoofdvorm met een vierkant plateau aan de voorkant en aan de zijkant n- twee van die vierkantjes die zo in elkaar lopen met een paddestoeltje ,224,ja nummer *16 * um dit zijn de hoofdvorm met een vierkant plateau aan de voorkant en aan de zijkant n- twee van die vierkant die zo in elkaar lopen met een paddestoeltje,INTJ NOUN SYM PUNCT ADJ PRON AUX DET NOUN ADP DET ADJ NOUN ADP DET NOUN CCONJ ADP DET NOUN X NUM ADP DET NOUN PRON ADV ADP PRON VERB ADP DET NOUN,0.6223759142641418,0.6092717958449424,0.7864368555876692,0.5330017908890261,0.18569533817705186,0.9401798392611236
4,B,um oh ja *i* dit is de hoofdvorm dat aan de rechterkant de vierkantjes kleiner worden als uitsteeksel en aan de linkerkant staat er een pyramide schuin achter komt er een pyramide in in de hoofdvorm en bovenop is ook een pyramide ,225,um oh ja *i* dit zijn de hoofdvorm dat aan de rechterkant de vierkant klein worden als uitsteeksel en aan de linkerkant staan er een pyramide schuin achter komen er een pyramide in in de hoofdvorm en bovenop zijn ook een pyramide,ADJ ADJ INTJ NOUN PRON AUX DET NOUN SCONJ ADP DET NOUN DET NOUN ADJ AUX SCONJ ADJ CCONJ ADP DET NOUN VERB ADV DET NOUN ADJ ADP VERB ADV DET NOUN ADP ADP DET NOUN CCONJ ADV AUX ADV DET NOUN,0.5882657756927263,0.5914441660464558,0.6936492126498252,0.3424747597107866,0.08700221858486124,0.9627566225054496
4,A,ja *6* uh dit is de hoofdvorm die op de p- op het plateau staat met een ronde cirkel er aan vastgeplakt en het versiersel ,226,ja *6 * uh dit zijn de hoofdvorm die op de p- op het plateau staan met een rond cirkel er aan vastgeplken en het versiersel,INTJ SYM PUNCT ADV PRON AUX DET NOUN PRON ADP DET X ADP DET NOUN VERB ADP DET ADJ NOUN ADV ADP VERB CCONJ DET NOUN,0.5035507827892952,0.5035507827892952,0.5957898833096116,0.16718346377260587,0.06659271582120269,0.9578644546673715
4,B,yes *n* uh dit is de hoofdvorm met een soort van plateau een cirkelplateau voorop um en aan de zijkant een soort van die buis met dat hol en die schuine pyramide er bo-,227,yes *n* uh dit zijn de hoofdvorm met een soort van plateau een cirkelplateau voorop um en aan de zijkant een soort van die buis met dat hol en die schuin pyramien er bo-,NOUN NOUN ADV PRON AUX DET NOUN ADP DET NOUN ADP NOUN DET NOUN ADV ADJ CCONJ ADP DET NOUN DET NOUN ADP DET NOUN ADP DET ADJ CCONJ DET NOUN VERB ADV X,0.498135481386718,0.498135481386718,0.6668650498481643,0.2464135551870271,0.06659271582120269,0.9283458670285072
4,A,ja met die punt hè?,228,ja met die punt hè ?,INTJ ADP DET NOUN NOUN PUNCT,0.24806946917841693,0.24806946917841693,0.58554004376911994,0.227429413073671,NA,0.7187502789398075
4,B,ja,229,ja,INTJ,0.44721359549995793,0.44721359549995793,0,0,0,0.8374378627294182
4,A,ja nummer *2* um deze hoofdvorm heeft bovenaan boven het midden een plateau in zich en een yoghurtbakje er op en je ziet linksachter nog een heel klein uitsteekseltje ,230,ja nummer *2* um deze hoofdvorm hebben bovenaan boven het midden een plateau in zich en een yoghurtbak er op en je zien linksachter nog een heel klein uitsteeksel,INTJ NOUN NOUN NOUN DET NOUN AUX VERB ADP DET NOUN DET NOUN ADP PRON CCONJ DET NOUN ADV ADP CCONJ PRON VERB ADJ ADV DET ADJ ADJ NOUN,0.1643989873053573,0.1643989873053573,NA,NA,NA,0.5248506010425206
4,B,yes *f* dit is de hoofdvorm dat er een yoghur- dat er #clicks# soort van feestmutsje op de hoofdv- op de hoofdvorm staat uh een kegeltje of een cirkelplateau linksonder aan de zijkant een halve kegel en voor een yoghurtbakje ,231,yes *f* dit zijn de hoofdvorm dat er een yoghur- dat er #clicks # soort van feestmuts op de hoofdv- op de hoofdvorm staan uh een kegel of een cirkelplateau linksond aan de zijkant een halve kegel en voor een yoghurtbak,NOUN NOUN PRON AUX DET NOUN SCONJ ADV DET X SCONJ ADV ADJ PUNCT NOUN ADP NOUN ADP DET X ADP DET NOUN VERB ADV DET NOUN CCONJ DET NOUN ADJ ADP DET NOUN DET ADJ NOUN CCONJ ADP DET NOUN,0.44112877325628463,0.43571594527895835,0.6253053994807224,0.1399731277389636,0.03224129401095805,0.9312892349125532
4,A,ja nummer *3* uh dit is de hoofdvorm die op een uh bevestigingsstukje staat met een ronde vorm erachter en uh links uitstekend een ,232,ja nummer *3 * uh dit zijn de hoofdvorm die op een uh bevestigingsstuk staan met een rond vorm erachter en uh links uitstekend een,INTJ NOUN SYM PUNCT ADV PRON AUX DET NOUN PRON ADP DET ADJ NOUN VERB ADP DET ADJ NOUN ADV CCONJ ADV ADJ ADJ DET,0.5590169943749475,0.5521576303742327,0.4813927390655835,0.11826247919781652,0.034279558509553054,0.8815485684938659
4,B,ja *m* dit is de hoofdvorm dat er een ei op de hoofdvorm laat maar zeggen ligt ervoor is een uh rechthoekig uitsteeksel uh en dan rechts en links uh steken er ook van die ronde staven uit met een knik erin ,233,ja *m* dit zijn de hoofdvorm dat er een eus op de hoofdvorm laten maar zeggen liggen ervoor zijn een uh rechthoekig uitsteeksel uh en dan rechts en links uh steken er ook van die ronde staven uit met een knik erin,INTJ NOUN PRON AUX DET NOUN SCONJ ADV DET NOUN ADP DET NOUN VERB CCONJ VERB VERB ADV AUX DET ADJ ADJ NOUN ADV CCONJ ADV ADJ CCONJ ADJ ADV VERB ADV ADV ADP DET ADJ NOUN ADP ADP DET NOUN ADV,0.6875,0.6666666666666666,0.66113946408189,0.30261376633440124,0.20033416898825335,0.9610271770232408
4,A,ja nummer *1* um dit is de hoofdvorm met linksonder op z'n kop een yoghurtbakje op de hoofdvorm ligt een staaf uh een langwerpige staaf en rechts van de hoofdvorm heb je een heel klein dun staafje dat rechtop staat op nog een soort van ja hoe zal ik het noemen ,234,ja nummer *1* um dit zijn de hoofdvorm met linksonder op zijn kop een yoghurtbak op de hoofdvorm liggen een staaf uh een langwerpig staaf en rechts van de hoofdvorm hebben je een heel klein dun staaf dat rechtop staan op nog een soort van ja hoe zullen ik het noemen,INTJ NOUN NOUN NOUN PRON AUX DET NOUN ADP NOUN ADP PRON NOUN DET NOUN ADP DET NOUN VERB DET NOUN ADV DET ADJ NOUN CCONJ ADJ ADP DET NOUN AUX PRON DET ADJ ADJ ADJ NOUN SCONJ NOUN VERB ADP ADV DET NOUN ADP INTJ ADV AUX PRON DET VERB,0.5899375524489636,0.5970223141259935,0.7015621858682272,0.3415059465683808,0.1386750490563073,0.9527910241892846
4,B,um,235,um,ADJ,0.10259783520851541,0.09950371902099892,0,0,0,0.3533112047528732
4,A,dus linksonder dat yoghurtbakje op z'n kop die zit aan de hoofdvorm vast,236,dus linksonder dat yoghurtbak op zijn kop die zitten aan de hoofdvorm vast,ADV ADJ SCONJ NOUN ADP PRON NOUN PRON VERB ADP DET NOUN ADJ,0,0,NA,NA,NA,0.1910939560576783
4,B,ja ja en dan?,237,ja ja en dan ?,INTJ INTJ CCONJ ADV PUNCT,0,0,NA,NA,NA,0.5078690468879685
4,A,en op de hoofdvorm ligt een langwerpige staaf of een uh ja een staaf vierkante staaf met rechts nog een heel dun rond staafje,238,en op de hoofdvorm liggen een langwerpig staaf of een uh ja een staaf vierkant staaf met rechts nog een heel dun rond staaf,CCONJ ADP DET NOUN VERB DET ADJ NOUN CCONJ DET ADV INTJ DET NOUN ADJ NOUN ADP ADJ ADV DET ADJ ADJ ADP NOUN,0.18898223650461363,0.1767766952966369,NA,NA,NA,0.6794171073026786
4,B,um ben ik nou zo verkeerd aan het kijken? sorry kan je het nog één keer ,239,um zijn ik nou zo verkeerd aan het kijken ? sorry kunnen je het nog één keer,ADJ AUX PRON ADV ADV VERB ADP DET VERB PUNCT NOUN AUX PRON PRON ADV NUM NOUN,0.0363696483726654,0.034020690871988585,0.042601432284230495,NA,NA,0.7993733548607933
4,A,ja de hoofdvorm me-,240,ja de hoofdvorm me-,INTJ DET NOUN X,0,0,NA,NA,NA,0.631446847195884
4,B,oh ja ik weet hem,241,oh ja ik weten hem,ADJ INTJ PRON VERB PRON,0.22360679774997896,0.22360679774997896,NA,NA,NA,0.822730094434017
4,A,ja?,242,ja ?,INTJ PUNCT,0.44721359549995793,0.44721359549995793,0,0,0,0.8884888355311322
4,B,*g*,243,*g*,NOUN,0,0,0,0,0,NaN
4,A,#laughs# okee,244,#laughs # okee,NOUN PUNCT NOUN,0,0,NA,0,0,NaN
4,B,ja #laughs# uh dit is de hoofdvorm dat het vierkant plateau uh in de hoofdvorm bovenop staat soort van schuin en daar komen aan de rechterkant en linkerkant van die vierkantjes die kleiner worden uit die zitten aan aan de vierkant plateau dat zo schuin erin staat vastgeplakt um het lijkt eigenlijk (meer) op de kraan,245,ja #laughs # uh dit zijn de hoofdvorm dat het vierkant plateau uh in de hoofdvorm bovenop staan soort van schuin en daar komen aan de rechterkant en linkerkant van die vierkant die klein worden uit die zitten aan aan de vierkant plateau dat zo schuin erin staan vastgeplakt um het lijkt eigenlijk ( veel ) op de kraan,INTJ NOUN PUNCT ADV PRON AUX DET NOUN SCONJ DET ADJ NOUN ADV ADP DET NOUN ADV VERB NOUN ADP NOUN CCONJ ADV VERB ADP DET NOUN CCONJ NOUN ADP DET NOUN PRON ADJ AUX ADP DET NOUN ADP ADP DET ADJ NOUN PRON ADV ADJ ADV VERB VERB ADJ PRON AUX ADJ PUNCT ADV PUNCT ADP DET NOUN,0.06804138174397716,0.06681531047810609,NA,NA,NA,0.3293882783965218
4,A,uh dat dat kraantje eronder?,246,uh dat dat kraant eronder ?,ADV SCONJ PRON NOUN ADV PUNCT,0.21821789023599236,0.21428571428571425,0.12371791482634838,NA,NA,0.7120723960999253
4,B,beetje ja kraantje eronder en dan rechts een staaf,247,beetje ja kraant eronder en dan rechts een staaf,NOUN INTJ NOUN ADV CCONJ ADV ADJ DET NOUN,0.2519763153394848,0.2519763153394848,0.17677669529663687,NA,NA,0.7295449835235253
4,A,ja een soort van neus,248,ja een soort van neus,INTJ DET NOUN ADP NOUN,0.29814239699997197,0.29814239699997197,0.17677669529663687,NA,NA,0.8726163089409928
4,B,twee van die ja,249,twee van die ja,NUM ADP PRON INTJ,0.44721359549995793,0.44721359549995793,NA,NA,NA,0.9012789618926746
4,A,okee nummer *12* uh dit is de hoofdvorm met een ei voorop um links bovenop de hoofdvorm heb je die omgedraaide kegel rechts staat er een vierkant ,250,okee nummer *12 * uh dit zijn de hoofdvorm met een eus voorop um links bovenop de hoofdvorm hebben je die omgedraaien kegel recht staan er een vierkant,NUM NOUN SYM PUNCT ADV PRON AUX DET NOUN ADP DET NOUN ADV ADJ ADJ ADV DET NOUN AUX PRON PRON VERB NOUN ADJ VERB ADV DET ADJ,0.08703882797784893,0.08703882797784893,NA,NA,NA,0.7822311194824636
4,B,#s# ja *e*,251,#s# ja *e*,NOUN INTJ NOUN,0,0,NA,NA,0,0.536097467481286
4,A,ja,252,ja,INTJ,0.5773502691896258,0.5773502691896258,0,0,0,0.9999999999999998
4,B,uh dit is de hoofdvorm dat er twee platte staven rechts uitsteken een yoghurtbakje op z'n kop staat op de hoofdvorm links v- onder staat ook een yoghurtbakje op z'n kop en linksboven is een soort van ronde staaf dat aan de hoofdvorm is vastgeplakt ,253,uh dit zijn de hoofdvorm dat er twee platte staven rechts uitsteken een yoghurtbak op zijn kop staan op de hoofdvorm links v- onder staan ook een yoghurtbak op zijn kop en linksboven zijn een soort van rond staaf dat aan de hoofdvorm zijn vastgeplakt,ADV PRON AUX DET NOUN SCONJ ADV NUM ADJ NOUN ADJ VERB DET NOUN ADP PRON NOUN VERB ADP DET NOUN ADJ SYM ADP NOUN ADV DET NOUN ADP PRON NOUN CCONJ VERB AUX DET NOUN ADP NOUN VERB SCONJ ADP DET NOUN AUX ADJ,0,0,NA,NA,NA,0.4387666764543337
4,A,ja nummer *15* uh hier heb je weer dat dat hoofdvorm dat op een soort ronddraaiend figuur staat op die pizzapunt of die taartpunt ,254,ja nummer *15 * uh hier hebben je weer dat dat hoofdvorm dat op een soort ronddraaien figuur staan op die pizzapunt of die taartpunt,INTJ NOUN SYM PUNCT ADV ADV AUX PRON ADV SCONJ PRON NOUN SCONJ ADP DET NOUN NOUN NOUN VERB ADP DET NOUN CCONJ DET NOUN,0.4092359324923785,0.38308694765063317,0.5386421785549059,0.1892583246525563,0.09652341781316803,0.911363403374877
4,B,oh ja um *a* uh dit is de hoofdvorm dat het vierkant plateau met een soort van uh pootjes uh helemaal bovenop ja het hoofdvorm staat laten we maar zeggen in dat vierkant plateau en er staat van die tafelpootjes zitten eraan vast en een yoghurtbakje bovenop ,255,oh ja um *a* uh dit zijn de hoofdvorm dat het vierkant plateau met een soort van uh poo uh helemaal bovenop ja het hoofdvorm staan laten we maar zeggen in dat vierkant plateau en er staan van die tafelpoo zitten eraan vast en een yoghurtbak bovenop,ADJ INTJ NOUN NOUN ADV PRON AUX DET NOUN SCONJ DET ADJ NOUN ADP DET NOUN ADP ADV NOUN ADV ADV ADV INTJ DET NOUN VERB VERB PRON ADV VERB ADP DET ADJ NOUN CCONJ ADV VERB ADP DET NOUN VERB ADV ADJ CCONJ DET NOUN ADV,0.39605901719066966,0.39605901719066966,0.6170609073445336,0.1926686588971131,0.03217447260438935,0.9313664824697293
4,A,hm hm oh ja um even zoeken hoor ik kan hem niet vinden #laughs#,256,hm hm oh ja um even zoeken horen ik kunnen hem niet vinden #laughs #,ADV ADV ADJ INTJ NOUN ADV VERB INTJ PRON AUX PRON ADV VERB NOUN PUNCT,0.11547005383792514,0.11547005383792514,0.3768673314407159,0.07784989441615231,NA,0.7986409381033728
4,B,weet je wel welke ik bedoel?,257,weten je wel welk ik bedoelen ?,VERB PRON ADV PRON PRON VERB PUNCT,0.10206207261596577,0.10206207261596577,0.11547005383792514,NA,NA,0.746995568260841
4,A,ja #laughs#,258,ja #laughs #,INTJ NOUN PUNCT,0,0,NA,0,0,0.5937592016849664
4,B,okee #laughs#,259,okee #laughs #,NUM NOUN PUNCT,0.4999999999999999,0.4999999999999999,NA,0,0,0.46749612897199855
4,A,oh ja ja nummer *3* uh dit is de hoofdvorm met een ei en daar een uh e- een ei voorop en daar een vierkante staaf doorheen met aan de uiteinden zo'n rond dingetje ,260,oh ja ja nummer *3 * uh dit zijn de hoofdvorm met een eus en daar een uh e- een eus voorop en daar een vierkant staaf doorheen met aan de uiteind zo'n rond dingen,ADJ INTJ INTJ NOUN SYM PUNCT ADV PRON AUX DET NOUN ADP DET NOUN CCONJ ADV DET ADJ NOUN DET NOUN ADV CCONJ ADV DET ADJ NOUN VERB ADP ADP DET NOUN PRON ADP NOUN,0,0,NA,NA,NA,0.4095885452729265
